farm_id,farmer_id,state,district,village,area_in_acres,calculated_area_in_acres,lon,lat
11641,8561,HARYANA,AMBALA,Zaffarpur,9.8,9.77,77.15657473045913,30.329473930011133
11640,8561,HARYANA,AMBALA,Zaffarpur,9.0,9.25,77.14841873959178,30.326277135423688
6358,5118,PUNJAB,PATIALA,farm Bahadurgarh,25.0,22.35,76.48200356576758,30.37883391697447
23633,18854,HARYANA,YAMUNANAGAR,Sudhail,4.6,4.61,77.24162221854075,30.16869751487184
23631,18854,HARYANA,YAMUNANAGAR,Sudhail,5.3,5.06,77.23310991778385,30.17184635325461
23581,18719,HARYANA,KARNAL,Kalsora,21.5,21.44,77.1469748836077,29.876928377819983
16930,11841,PUNJAB,FAZILKA,Tahliwala Jattan,1.0,0.98,74.21061372449175,30.332576458845725
16012,11306,PUNJAB,MUKTSAR,Akalgarh,6.0,5.8,74.37998606592292,30.50621545273065
16860,11810,PUNJAB,MUKTSAR,Adhnian,6.0,5.52,74.54284384187929,30.07153034390815
16859,11810,PUNJAB,MUKTSAR,Adhnian,16.0,16.74,74.55618287710459,30.093215359866537
16858,11810,PUNJAB,MUKTSAR,Adhnian,20.0,19.88,74.53827698396239,30.072563767988346
16857,11810,PUNJAB,MUKTSAR,Adhnian,15.0,17.13,74.52753524798213,30.069781767669145
16856,11810,PUNJAB,MUKTSAR,Adhnian,21.0,21.72,74.53577402447465,30.06678629266137
16123,11381,PUNJAB,MUKTSAR,Ramgarh,3.4,3.3,74.40600790994215,30.499081714105554
17485,13386,PUNJAB,MUKTSAR,Rupana,6.103,6.0,74.51647853353828,30.43202569052605
17484,13386,PUNJAB,MUKTSAR,Rupana,66.013,65.53,74.51506195365141,30.428101909090636
16080,11348,PUNJAB,MUKTSAR,Abul khurana,13.2,13.04,74.52518635528847,30.12943152243643
16055,11331,PUNJAB,MUKTSAR,Abul khurana,7.75,7.83,74.53891392230264,30.127771472579568
685,609,HARYANA,SIRSA,Bhangu,25.0,29.22,75.00149770587562,29.646454698136942
6965,5602,PUNJAB,FARIDKOT,Kamiana,14.0,11.01,74.74356488392081,30.650586371825177
16848,11208,PUNJAB,MUKTSAR,Abul khurana,4.0,4.03,74.50620024733878,30.154510975346614
16846,11208,PUNJAB,MUKTSAR,Abul khurana,24.0,24.84,74.50607635793146,30.15971373763856
16845,11208,PUNJAB,MUKTSAR,Abul khurana,23.5,23.55,74.50912918943706,30.16219520612259
16844,11208,PUNJAB,MUKTSAR,Abul khurana,51.0,51.77,74.50994080291248,30.155668618054005
16115,11373,PUNJAB,MUKTSAR,Arniwala wazira,5.0,5.18,74.47813579706762,30.080404789734057
16113,11373,PUNJAB,MUKTSAR,Arniwala wazira,11.5,12.15,74.47691927925926,30.08141436807759
18388,13880,HARYANA,KAITHAL,Sagroli,8.0,8.16,76.64933688255287,29.80566632200781
18176,13773,PUNJAB,MUKTSAR,Adhnian,3.42,3.41,74.54599526761902,30.086932805413888
2492,2023,HARYANA,KARNAL,Gullarpur,70.0,44.81,76.77397572707586,29.622489204154977
16099,11361,PUNJAB,MUKTSAR,Ramgarh,6.0,6.13,74.39558097511535,30.503089580676313
16993,11872,HARYANA,FATEHABAD,Chankothi,17.0,16.93,75.45986533214406,29.627836656622737
6910,5555,PUNJAB,MUKTSAR,channu,8.1,7.99,74.5966990521207,30.09370198003215
16084,11346,PUNJAB,MUKTSAR,Abul khurana,6.4,6.85,74.51837918102956,30.12755551152494
16078,11346,PUNJAB,MUKTSAR,Abul khurana,14.4,14.61,74.51222128802856,30.12129453566536
16609,11677,PUNJAB,MUKTSAR,Abul khurana,16.0,16.12,74.51973794039534,30.13829703670004
16395,11551,PUNJAB,MUKTSAR,Sikhwala,10.0,9.7,74.53917797087577,30.03405976251
20010,14900,PUNJAB,MUKTSAR,Abul khurana,4.7,4.82,74.50207399674015,30.139668974143472
20009,14900,PUNJAB,MUKTSAR,Abul khurana,9.9,9.89,74.50485728854373,30.13715207004383
2420,1964,HARYANA,KAITHAL,Kolekhan,18.0,18.7,76.19350299925142,29.677727674524707
2419,1964,HARYANA,KAITHAL,Kolekhan,15.0,13.66,76.20046236217698,29.695765210100696
17007,11878,PUNJAB,MUKTSAR,Abul khurana,18.5,18.59,74.51428981854424,30.121699381321516
17006,11878,PUNJAB,MUKTSAR,Abul khurana,14.7,14.73,74.53051826786661,30.143510717185897
17090,11925,HARYANA,YAMUNANAGAR,Jamalpur,11.0,10.66,77.07327371543491,30.14930226450276
17089,11925,HARYANA,YAMUNANAGAR,Jamalpur,21.0,19.88,77.0768496751252,30.129540024649444
198,189,PUNJAB,TARN_TARAN,,5.0,4.83,74.97934024160787,31.51940478237055
16267,11473,PUNJAB,MUKTSAR,sukhna ablo,10.526,10.44,74.65536399925165,30.34731932549332
12711,9301,PUNJAB,FEROZEPUR,Bhane wala,7.4,7.77,74.69014126900566,31.04821550901528
17010,11880,PUNJAB,FAZILKA,Tahliwala Jattan,2.5,2.17,74.21068063349942,30.333309705464192
17009,11880,PUNJAB,FAZILKA,Tahliwala Jattan,7.7,7.41,74.21079252014624,30.325227606695755
20664,15394,HARYANA,KAITHAL,Pabnawa,10.5,10.23,76.65623962449678,29.882743472369743
1421,1204,HARYANA,SIRSA,Moju Khera,4.0,3.63,74.73468450497586,29.456100199081227
16626,11685,PUNJAB,MUKTSAR,Ramgarh,5.0,4.84,74.40332024553027,30.48132252741193
16196,11432,HARYANA,KURUKSHETRA,Mirzapur,10.0,10.0,76.78665239881795,29.95192956872549
18964,14229,PUNJAB,FAZILKA,Kandwala Hazar khan,22.66,22.02,74.21642637572697,30.31141858654766
20376,15155,PUNJAB,MUKTSAR,Lal bai,7.767,7.65,74.58079546080963,30.1396804598718
20375,15155,PUNJAB,MUKTSAR,Lal bai,13.285,13.13,74.5737155701983,30.140211973091468
6673,5379,PUNJAB,MUKTSAR,channu,18.3,18.2,74.60155184914964,30.08380028098301
1973,1621,HARYANA,FATEHABAD,Haroli,40.0,44.88,75.4796912489317,29.6615504608328
18965,14231,PUNJAB,FAZILKA,Kand wala hazar khan,25.483,25.37,74.22136558831961,30.29965176163243
20041,14914,PUNJAB,MUKTSAR,Abul Khurana,5.096,5.27,74.5362947350114,30.117897261523137
20040,14914,PUNJAB,MUKTSAR,Abul Khurana,21.987,22.23,74.55484057162354,30.13981358999308
17513,13398,PUNJAB,MUKTSAR,Sri Muktsar Sahib,12.323,11.44,74.52237992120676,30.44786678180833
17512,13398,PUNJAB,MUKTSAR,Sri Muktsar Sahib,13.645,13.43,74.52530557698567,30.44098145355863
15147,10812,HARYANA,AMBALA,Kambasi,17.7,18.64,76.99821995726637,30.164737754286516
6717,5411,PUNJAB,MUKTSAR,channu,9.8,9.83,74.61454952709947,30.091212728756386
8292,6437,HARYANA,KURUKSHETRA,Samaspur,5.0,6.44,76.73618813955635,29.982019776325103
2050,1681,HARYANA,KAITHAL,Parbhot,3.0,2.34,76.29696209310305,29.908326631686577
12360,9071,PUNJAB,LUDHIANA,Nataa,7.0,6.94,75.93933324228219,30.827882581862266
14253,10274,PUNJAB,MUKTSAR,Sukhna ablu,9.135,8.65,74.64309020496474,30.355685831127243
18273,13702,PUNJAB,MUKTSAR,Lakhawala,3.5,3.5,74.44088609880366,30.449935144537363
18271,13702,PUNJAB,MUKTSAR,Lakhawala,1.0,1.06,74.39620268989422,30.43398728884541
16868,11771,PUNJAB,MUKTSAR,Lakhawal,5.0,4.75,74.35736062667381,30.44266275103259
16851,11771,PUNJAB,MUKTSAR,Lakhawal,20.0,23.92,74.36842892915384,30.444108545567197
16850,11771,PUNJAB,MUKTSAR,Lakhawal,16.0,16.46,74.36444244514237,30.441011280012415
16849,11771,PUNJAB,MUKTSAR,Lakhawal,32.0,23.88,74.36611031277332,30.44429871869398
16772,11771,PUNJAB,MUKTSAR,Lakhawal,1.0,1.0,74.35512855648996,30.45334361778441
16771,11771,PUNJAB,MUKTSAR,Lakhawal,20.0,25.0,74.35841190044488,30.452067137444853
16770,11771,PUNJAB,MUKTSAR,Lakhawal,25.0,25.54,74.35222071628621,30.452566929921897
16769,11771,PUNJAB,MUKTSAR,Lakhawal,5.7,6.03,74.346112150492,30.441207510042627
16768,11771,PUNJAB,MUKTSAR,Lakhawal,12.3,12.53,74.34665800491844,30.43955331704616
16767,11771,PUNJAB,MUKTSAR,Lakhawal,8.5,8.65,74.34647011554456,30.438427449440223
16765,11771,PUNJAB,MUKTSAR,Lakhawal,10.0,9.2,74.34214199119347,30.44285002413864
17027,11890,PUNJAB,MUKTSAR,udekaran,10.592,10.39,74.55911258871767,30.476661320184707
17026,11890,PUNJAB,MUKTSAR,udekaran,17.014,17.0,74.55268884465887,30.469942997036117
17019,11885,PUNJAB,MUKTSAR,sangudhon,12.151,11.87,74.54584214697465,30.452673753988517
7141,5746,PUNJAB,MUKTSAR,channu,7.55,7.9,74.58630514486981,30.08357266184396
14205,10246,PUNJAB,BARNALA,kalala,19.0,18.19,75.51918990043221,30.482609942559915
20141,15002,PUNJAB,MUKTSAR,Abul Khurana,19.45,19.74,74.49720543129371,30.1426966460155
20140,15002,PUNJAB,MUKTSAR,Abul Khurana,29.26,34.45,74.50701291148839,30.144041736256177
2822,2284,HARYANA,PANIPAT,Sutana,8.0,8.04,76.86097069732007,29.352169251627497
19747,14704,PUNJAB,MUKTSAR,Bhagsar,1.8,1.86,74.39756893594812,30.45764234455712
19744,14704,PUNJAB,MUKTSAR,Bhagsar,11.0,11.35,74.4017311917957,30.457360038093093
19743,14704,PUNJAB,MUKTSAR,Bhagsar,5.9,5.95,74.39727981062693,30.449807433072905
16226,11450,HARYANA,KARNAL,Khanpur,8.0,7.74,77.06366488375546,29.937615956304175
18105,13726,PUNJAB,MUKTSAR,Abul khurana,5.6,5.57,74.57068419151426,30.134927266059137
18104,13726,PUNJAB,MUKTSAR,Abul khurana,22.6,22.7,74.56799012221177,30.132463914540736
646,570,HARYANA,KARNAL,Bahlolpur,9.5,10.09,76.84305910387681,29.734364326374624
1490,1261,HARYANA,PANIPAT,Vaiser,4.0,4.71,76.8178052909786,29.384905993913492
1489,1261,HARYANA,PANIPAT,Vaiser,24.0,28.72,76.82038016950312,29.385493086479656
19649,14640,HARYANA,KURUKSHETRA,Budha,12.8,12.61,77.07846102374486,29.983219299502807
2126,1733,HARYANA,PANIPAT,Urlana kalan,15.0,14.33,76.67650012198324,29.36079913497767
2125,1733,HARYANA,PANIPAT,Urlana kalan,20.0,15.6,76.67512107434965,29.35686565194001
20169,15012,PUNJAB,MUKTSAR,Lakhawale,3.0,2.95,74.34043208566936,30.442555345921424
20168,15012,PUNJAB,MUKTSAR,Lakhawale,17.0,16.87,74.33800824480623,30.443551149781296
20164,15012,PUNJAB,MUKTSAR,Lakhawale,10.4,10.78,74.33754315121638,30.444726931329427
20163,15012,PUNJAB,MUKTSAR,Lakhawale,6.8,6.77,74.33179646987323,30.444417448153462
20162,15012,PUNJAB,MUKTSAR,Lakhawale,8.3,8.1,74.33283091402748,30.443361880204098
16120,11379,PUNJAB,MUKTSAR,Ramgarh,2.0,1.91,74.40616241388916,30.485310978753812
6956,5593,HARYANA,SIRSA,Odhan,19.5,19.52,76.23156668837747,29.977441313610004
7851,1709,HARYANA,PANIPAT,Naultha,5.0,6.08,76.88321354868339,29.308872353195987
2090,1709,HARYANA,PANIPAT,Naultha,30.0,23.4,76.89093963506619,29.301900909735107
2514,2041,HARYANA,PANIPAT,Badad,26.0,33.51,76.90840864997136,29.3501982594427
11310,8364,HARYANA,KARNAL,Chhaper,26.6,25.67,77.07303648099678,29.932045337363235
17045,11900,PUNJAB,FAZILKA,Tahliwala Jattan,1.22,1.18,74.20284725725651,30.34000214672795
1743,1444,HARYANA,PANIPAT,Nurpur gadi,15.0,14.43,77.03459965041347,29.328896158092498
22440,16842,HARYANA,KARNAL,Jarifabaad,51.0,49.49,76.89083243083446,29.719392620512203
17894,13605,PUNJAB,MUKTSAR,Danewala,7.0,5.93,74.47959062113698,30.16674021591928
17893,13605,PUNJAB,MUKTSAR,Danewala,10.0,9.88,74.47965685405775,30.163588430597997
17892,13605,PUNJAB,MUKTSAR,Danewala,7.7,7.76,74.4941547087939,30.1687689872725
16680,11716,HARYANA,KARNAL,Bhadsho,10.3,10.35,76.95854998585747,29.91855621475272
14212,10248,HARYANA,KAITHAL,Kakheri,7.1,6.93,76.33976098012398,29.944372236275175
14211,10248,HARYANA,KAITHAL,Kakheri,7.2,7.41,76.3523709344315,29.971181693958
14210,10248,HARYANA,KAITHAL,Kakheri,11.0,10.89,76.36209860248951,29.966916813857733
14209,10248,HARYANA,KAITHAL,Kakheri,11.0,13.0,76.35694603145005,29.96763555927387
1181,1008,HARYANA,PANIPAT,Nara,8.0,5.87,76.74758047741477,29.391710706739953
1757,1457,HARYANA,PANIPAT,Sewah,35.0,31.18,77.00468246351413,29.3453228497091
20622,15362,PUNJAB,MUKTSAR,Mahuana,13.3,13.47,74.53162719540899,30.09769711482642
20621,15362,PUNJAB,MUKTSAR,Mahuana,8.6,8.72,74.54216619628656,30.090280952445266
20620,15362,PUNJAB,MUKTSAR,Mahuana,13.0,12.84,74.52989879502792,30.092766609061695
24973,21209,HARYANA,KAITHAL,Ahun,7.5,7.65,76.68511680141567,29.77918992369534
1050,909,HARYANA,SIRSA,Mehna khera,9.0,11.49,74.80795923167736,29.414047745311553
20619,15361,PUNJAB,MUKTSAR,Malwala katorwala,1.0,0.97,74.52465056869765,30.27092259133298
20618,15361,PUNJAB,MUKTSAR,Malwala katorwala,2.0,1.92,74.50938356892206,30.262037968310093
20617,15361,PUNJAB,MUKTSAR,Malwala katorwala,3.0,3.24,74.51075554932372,30.263226437414534
20616,15361,PUNJAB,MUKTSAR,Malwala katorwala,10.0,10.74,74.51001147831221,30.26568752713296
20615,15361,PUNJAB,MUKTSAR,Malwala katorwala,18.0,19.65,74.52456479409884,30.26669874859805
20614,15361,PUNJAB,MUKTSAR,Malwala katorwala,15.2,14.56,74.52922402348962,30.25634070347543
2529,2052,HARYANA,SIRSA,Kutabudh,4.0,4.0,74.81498141809344,29.450421394402255
2528,2052,HARYANA,SIRSA,Kutabudh,6.0,6.05,74.81024543094954,29.45120558614581
15410,10959,HARYANA,KURUKSHETRA,Ban,15.6,15.33,77.09434354994796,29.994341706108692
19040,14274,PUNJAB,PATIALA,Haripur jhungian,15.4,15.16,76.55651059548875,30.30425477607782
17205,11982,HARYANA,SIRSA,Damdama,11.53,11.5,74.68926326246073,29.563006558249143
17203,11982,HARYANA,SIRSA,Damdama,7.058,7.04,74.67414311200679,29.546112899706984
17201,11982,HARYANA,SIRSA,Damdama,16.424,16.41,74.67661109870585,29.579179920335804
17735,13503,PUNJAB,MUKTSAR,Abul khurana,3.9,3.83,74.49853392978798,30.11246375866003
17734,13503,PUNJAB,MUKTSAR,Abul khurana,7.5,7.5,74.55326048272077,30.14743844926739
17733,13503,PUNJAB,MUKTSAR,Abul khurana,2.0,2.43,74.52437554153684,30.143899358089723
17732,13503,PUNJAB,MUKTSAR,Abul khurana,11.0,10.91,74.50568287297102,30.139356154235177
17731,13503,PUNJAB,MUKTSAR,Abul khurana,29.0,28.81,74.51594064681267,30.14792277723431
19760,14718,PUNJAB,MUKTSAR,Madrassa,2.1,2.16,74.36077453006133,30.465346546873732
19759,14718,PUNJAB,MUKTSAR,Madrassa,11.3,11.33,74.36066060348956,30.46099102847752
4130,3290,HARYANA,SIRSA,Dumdma,2.5,2.4,74.6819892911896,29.553015385997448
17906,13614,PUNJAB,MUKTSAR,Tarkhan wala,12.0,8.84,74.38038274971424,30.32148675298135
1424,1206,HARYANA,SIRSA,Moju Khera,4.0,3.86,74.72683559693932,29.451921334160403
2964,2400,HARYANA,SIRSA,Thobaria,11.0,10.17,74.66158051868469,29.513325464948476
7970,5052,HARYANA,SIRSA,Ghukanwali,89.0,88.99,76.2408957963711,29.906379952619904
6264,5052,HARYANA,SIRSA,Ghukanwali,35.0,34.61,74.8736994112096,29.7304510738654
1145,983,HARYANA,SIRSA,Mehna khera,6.5,6.44,74.81121904966484,29.425504428093813
26239,22970,HARYANA,KURUKSHETRA,Klawer,45.0,43.72,76.59568686785035,30.102201336522224
18692,14071,HARYANA,YAMUNANAGAR,Chhaper mansurpur,7.3,7.55,77.15578228837212,30.22175014895273
18691,14071,HARYANA,YAMUNANAGAR,Chhaper mansurpur,3.3,3.35,77.15210710647094,30.223481820107413
1140,979,HARYANA,SIRSA,Mehna khera,9.5,9.16,74.80927501853206,29.423999072281394
16666,11689,PUNJAB,FAZILKA,Chakjanisar,8.0,8.59,74.33288488590682,30.5084471368687
16633,11689,PUNJAB,FAZILKA,Chakjanisar,3.0,2.92,74.34568050372083,30.48970594567844
720,644,HARYANA,SIRSA,Ganga,10.0,9.73,74.65609560592227,29.806020381722288
719,644,HARYANA,SIRSA,Ganga,6.0,5.61,74.65536087006022,29.803514144096177
4273,3393,HARYANA,SIRSA,Dumdma,8.5,8.28,74.68465874608698,29.56392051722762
2769,2249,HARYANA,SIRSA,Khai shergarh,7.0,7.68,74.8517296699278,29.68149774505356
19396,14468,PUNJAB,MUKTSAR,Madrassa,14.18,14.16,74.36065034604417,30.45845719657926
19395,14468,PUNJAB,MUKTSAR,Madrassa,9.27,8.49,74.36394702595068,30.456833307901285
19394,14468,PUNJAB,MUKTSAR,Madrassa,5.5,5.27,74.36301013036626,30.454458354475616
730,650,HARYANA,SIRSA,Damdama,3.0,2.58,74.67292128557538,29.576240501789
727,650,HARYANA,SIRSA,Damdama,1.0,0.99,74.67232037362453,29.574517470631832
14015,10119,HARYANA,YAMUNANAGAR,Chhari,10.9,10.41,77.14347411511321,30.087174446358876
2629,2133,HARYANA,SIRSA,Kesupura,3.0,2.72,74.85601081950027,29.441740504032904
2628,2133,HARYANA,SIRSA,Kesupura,2.4,1.75,74.86066780895247,29.438320544666468
24780,20840,HARYANA,SIRSA,Nagoki,8.0,8.51,75.1011173196331,29.657689580825178
4269,3391,HARYANA,SIRSA,Dumdma,7.0,7.59,74.66597804657813,29.56923025086202
1491,1262,HARYANA,PANIPAT,Sithana,10.0,7.01,76.91353951002637,29.455745515511353
17509,13395,PUNJAB,MUKTSAR,goniana,16.211,16.02,74.49093019059563,30.433298735280783
17508,13395,PUNJAB,MUKTSAR,goniana,14.761,14.42,74.5045269223471,30.439876355770373
17507,13395,PUNJAB,MUKTSAR,goniana,23.868,23.66,74.50542247600686,30.44568338855645
17506,13395,PUNJAB,MUKTSAR,goniana,10.398,9.89,74.50772523501392,30.43021085117331
17505,13395,PUNJAB,MUKTSAR,goniana,2.404,2.42,74.50647324249185,30.43353865335848
17504,13395,PUNJAB,MUKTSAR,goniana,74.329,73.68,74.51083325756514,30.435712035207295
16923,11837,PUNJAB,MUKTSAR,Adhnian,7.0,7.02,74.53074939681393,30.072907252938887
16922,11837,PUNJAB,MUKTSAR,Adhnian,13.0,13.23,74.52993545172713,30.082428711938057
16921,11837,PUNJAB,MUKTSAR,Adhnian,3.0,2.84,74.53425716010896,30.081035336315537
774,684,HARYANA,SIRSA,Ganga,5.0,3.96,74.63437536731095,29.76051714037715
773,684,HARYANA,SIRSA,Ganga,15.0,14.72,74.63371424721673,29.76250470130423
7444,5999,HARYANA,KURUKSHETRA,Rawa,18.0,18.41,76.92410851684745,30.174085934074142
7443,5999,HARYANA,KURUKSHETRA,Rawa,7.0,8.27,76.91502224657789,30.177583376669332
22825,17232,HARYANA,KARNAL,Budanpur,12.5,11.47,76.90390208456402,29.60703178239475
3032,2455,HARYANA,KARNAL,Jundla,13.0,9.43,76.86571421166595,29.640934441388744
17187,11975,HARYANA,HISAR,Panihari,40.0,41.52,76.04880583352075,29.346254244448296
21406,15955,PUNJAB,MUKTSAR,Madrassa,5.5,5.54,74.37231739325502,30.466370939977203
24394,20222,HARYANA,SIRSA,Bhangu,14.0,13.36,74.98887587514182,29.64754473434393
15556,11040,HARYANA,FATEHABAD,Chankothi,12.0,12.21,75.4448236836998,29.6111433715969
1006,870,HARYANA,SIRSA,Maujgarh,9.0,6.81,74.73139931965017,29.855443421144543
7520,6172,HARYANA,KURUKSHETRA,guhan,12.0,11.78,76.99349760248539,30.0590579239254
7503,6172,HARYANA,KURUKSHETRA,guhan,4.0,4.68,76.99652920506662,30.05259458721627
17601,13443,PUNJAB,MUKTSAR,15211,9.2,9.17,74.51543646519711,30.14027143884478
17600,13443,PUNJAB,MUKTSAR,15211,6.7,7.21,74.52352791666706,30.118238707396635
17598,13443,PUNJAB,MUKTSAR,15211,11.0,10.93,74.5260902857552,30.120142172724908
6811,5479,PUNJAB,FAZILKA,Rmasara,24.0,27.04,74.20918894531155,30.05185402207548
897,784,HARYANA,SIRSA,Amritsar khurd,8.0,7.24,74.70042345234383,29.5128172989781
25345,21757,HARYANA,SIRSA,Kotli,15.0,12.86,75.1813310110278,29.532585225864704
16615,11678,PUNJAB,MUKTSAR,Adhnian,5.5,5.82,74.52053180944735,30.07962738422901
16613,11678,PUNJAB,MUKTSAR,Adhnian,5.0,5.12,74.53286853822418,30.07038972814729
16612,11678,PUNJAB,MUKTSAR,Adhnian,3.0,2.98,74.54004983939889,30.07280583780068
17604,13444,PUNJAB,MUKTSAR,Abul khurana,13.0,12.86,74.51717712506922,30.15227595149002
17603,13444,PUNJAB,MUKTSAR,Abul khurana,9.0,8.8,74.51583744932378,30.14288340620028
17602,13444,PUNJAB,MUKTSAR,Abul khurana,61.0,59.77,74.47606979440832,30.144168317177304
1694,1405,HARYANA,SIRSA,Himayun Khera,20.0,16.89,74.77411543956748,29.47801036547423
25669,22193,HARYANA,SIRSA,Nezadela khurd,7.0,6.78,75.03241861218264,29.614341818332296
779,688,HARYANA,SIRSA,Amritsar,12.0,10.48,74.67309098163335,29.480487546524586
17488,13388,PUNJAB,MUKTSAR,Rupana,29.502,29.22,74.51932828301034,30.424390570202807
5697,4549,HARYANA,SIRSA,Damdama,17.0,17.21,74.69703790275415,29.586908734995863
16472,11594,PUNJAB,MUKTSAR,Udekaran,25.722,25.81,74.56384751391931,30.49873611873139
19788,14739,PUNJAB,MUKTSAR,Madrassa,2.0,1.93,74.36495929461637,30.454349467893746
19787,14739,PUNJAB,MUKTSAR,Madrassa,7.8,7.25,74.36372686210927,30.455819509393717
4268,3390,HARYANA,SIRSA,Dumdma,5.0,4.17,74.69899642259541,29.55996098285077
3066,2472,HARYANA,SIRSA,Thobaria,3.0,3.08,74.66549538734475,29.50920697685567
6471,5208,PUNJAB,MUKTSAR,channu,3.0,2.77,74.59713732544824,30.096947187030835
877,768,HARYANA,SIRSA,Maujgarh,10.0,12.6,74.7364408060684,29.847707592361456
1576,1320,HARYANA,SIRSA,Himayun Khera,2.0,1.94,74.76253521506604,29.459203866360458
1575,1320,HARYANA,SIRSA,Himayun Khera,10.0,11.04,74.76227456874079,29.459448408580975
2213,1808,HARYANA,SIRSA,Ghukanwali,5.0,4.36,74.87970857801922,29.721298674517907
14749,10573,PUNJAB,FEROZEPUR,Bale wala,10.1,9.8,74.55363153796178,30.87710822152725
14748,10573,PUNJAB,FEROZEPUR,Bale wala,6.0,5.68,74.5568089671628,30.876912365188897
864,759,HARYANA,SIRSA,Ganga,10.0,11.3,74.64997094944246,29.81120476152833
22891,17294,HARYANA,FATEHABAD,Lali,25.0,23.92,75.52689280281727,29.6910991375873
1146,984,HARYANA,SIRSA,Mehna,15.0,14.59,74.81280284694141,29.429017462212293
14850,10644,PUNJAB,MUKTSAR,Ramgarh,5.89,5.84,74.38423855621603,30.501280506114277
12361,9072,PUNJAB,LUDHIANA,Tiba,4.0,3.34,75.94208513714044,30.815691920788993
17276,12020,PUNJAB,BARNALA,khudi,65.0,60.39,75.49375292317877,30.36314604700579
16871,11815,PUNJAB,MUKTSAR,Lakhawali,9.0,9.41,74.35546120437539,30.442481370130775
20071,14931,PUNJAB,MUKTSAR,Fathui khera,3.8,3.89,74.52023874988524,30.02678107723906
20070,14931,PUNJAB,MUKTSAR,Fathui khera,3.1,3.1,74.52105466845606,30.004092492024306
20069,14931,PUNJAB,MUKTSAR,Fathui khera,5.1,5.13,74.50092850437284,30.001076886643453
8262,6417,HARYANA,AMBALA,Baroli,5.0,4.99,76.72995440576041,30.21301861205947
2397,1946,HARYANA,SIRSA,Kutabudh,35.0,34.98,74.807528548227,29.452369808024585
2396,1946,HARYANA,SIRSA,Kutabudh,25.0,27.7,74.81270119258296,29.469951628010424
8347,6471,HARYANA,SIRSA,Kelnian,12.5,11.56,74.97663992951459,29.543731592505708
8346,6471,HARYANA,SIRSA,Kelnian,24.0,24.08,74.9744937791432,29.551290238073552
7534,6192,HARYANA,SIRSA,Tappi,46.0,45.97,76.22406993612972,29.98505856813905
20074,14934,PUNJAB,MUKTSAR,Fathui Khera,24.338,24.06,74.52895321745589,30.019299053181925
771,683,HARYANA,SIRSA,Ganga,6.0,5.28,74.6283446975388,29.774616531011898
6258,5048,HARYANA,SIRSA,Ghukanwali,15.0,13.88,74.86943389663394,29.72026137196535
18506,11057,PUNJAB,MUKTSAR,Ramgarh,4.3,4.36,74.3865780673499,30.493540209106047
18505,11057,PUNJAB,MUKTSAR,Ramgarh,2.2,2.19,74.38928644492461,30.492154731664343
15591,11057,PUNJAB,MUKTSAR,Ramgarh,2.0,2.03,74.39778321717155,30.473245375416308
2906,2352,HARYANA,SIRSA,Budhi Meri,4.0,3.7,74.73146207407777,29.4581224682729
2905,2352,HARYANA,SIRSA,Budhi Meri,5.0,4.16,74.71886796176577,29.481853253836896
17622,13454,PUNJAB,FAZILKA,Janisar,6.3,5.89,74.35852881944173,30.48801926743596
20081,14939,PUNJAB,MUKTSAR,Fathui khera,3.4,3.36,74.50307120598467,30.013590561636196
20080,14939,PUNJAB,MUKTSAR,Fathui khera,6.0,6.07,74.51181771491943,30.02611628390053
20079,14939,PUNJAB,MUKTSAR,Fathui khera,6.0,6.04,74.51494790073528,30.0177530442779
20078,14939,PUNJAB,MUKTSAR,Fathui khera,13.5,13.41,74.51082765555812,30.017618473610945
56,56,PUNJAB,AMRITSAR,Kotli amb,2.5,2.88,74.7801832312438,31.85843802372677
15634,11081,PUNJAB,MUKTSAR,Ramgarh,2.3,2.3,74.39314519106074,30.47402270130875
15631,11081,PUNJAB,MUKTSAR,Ramgarh,7.0,6.81,74.3912538618002,30.48081392353788
15630,11081,PUNJAB,MUKTSAR,Ramgarh,1.6,1.72,74.39251227205177,30.480938365544063
17590,13439,PUNJAB,MUKTSAR,Abul khurana,18.2,18.14,74.50861459171854,30.118349709978016
17589,13439,PUNJAB,MUKTSAR,Abul khurana,4.0,3.89,74.50419841953467,30.11707033469084
17588,13439,PUNJAB,MUKTSAR,Abul khurana,9.0,8.88,74.50826838184285,30.116511140273225
17587,13439,PUNJAB,MUKTSAR,Abul khurana,4.2,4.14,74.51045823110898,30.11956604922285
17586,13439,PUNJAB,MUKTSAR,Abul khurana,5.8,5.85,74.5087810755501,30.12169378535847
7536,3892,HARYANA,SIRSA,Ghukanwali,35.0,34.68,76.21806032461505,29.98514693836096
